OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,FullyVaccinated,FullVaccinatedCumulative,AtLeastOneDoseCumulative
2124,2020/12/27 15:00:00+00,Charles                                           ,140,340,,0,,0,,,0,340
2125,2020/12/28 15:00:00+00,Charles                                           ,79,419,,0,,0,,,0,419
2126,2020/12/29 15:00:00+00,Charles                                           ,86,505,,0,,0,,,0,505
2127,2020/12/30 15:00:00+00,Charles                                           ,133,638,,0,,0,,,0,638
2128,2020/12/31 15:00:00+00,Charles                                           ,109,747,,0,,0,,,0,747
2129,2021/01/01 15:00:00+00,Charles                                           ,5,752,1,1,,0,,,1,752
2130,2021/02/22 15:00:00+00,Somerset                                          ,134,3025,25,1528,,0,,,1528,3025
2131,2021/02/23 15:00:00+00,Somerset                                          ,5,3030,18,1546,,0,,,1546,3030
2132,2021/02/24 15:00:00+00,Somerset                                          ,14,3044,177,1723,,0,,,1723,3044
2133,2021/02/25 15:00:00+00,Somerset                                          ,136,3180,99,1822,,0,,,1822,3180
2134,2021/02/26 15:00:00+00,Somerset                                          ,14,3194,234,2056,,0,,,2056,3194
2135,2021/02/27 15:00:00+00,Somerset                                          ,14,3208,6,2062,,0,,,2062,3208
2136,2021/02/28 15:00:00+00,Somerset                                          ,7,3215,1,2063,,0,,,2063,3215
2137,2021/03/01 15:00:00+00,Somerset                                          ,20,3235,20,2083,,0,,,2083,3235
2138,2021/03/02 15:00:00+00,Somerset                                          ,29,3264,15,2098,,0,,,2098,3264
2139,2021/03/03 15:00:00+00,Somerset                                          ,99,3363,123,2221,,0,,,2221,3363
2140,2021/03/04 15:00:00+00,Somerset                                          ,122,3485,43,2264,,0,,,2264,3485
2141,2021/03/05 15:00:00+00,Somerset                                          ,117,3602,110,2374,15,15,132,125,2389,3617
2142,2021/03/06 15:00:00+00,Somerset                                          ,,3602,5,2379,,15,,,2394,3617
2143,2021/03/07 15:00:00+00,Somerset                                          ,1,3603,1,2380,1,16,2,2,2396,3619
2144,2021/03/08 15:00:00+00,Somerset                                          ,101,3704,36,2416,1,17,102,37,2433,3721
2145,2021/03/09 15:00:00+00,Somerset                                          ,27,3731,39,2455,1,18,28,40,2473,3749
2146,2021/03/10 15:00:00+00,Somerset                                          ,57,3788,128,2583,,18,,,2601,3806
2147,2021/03/11 15:00:00+00,Somerset                                          ,103,3891,20,2603,,18,,,2621,3909
2148,2021/03/12 15:00:00+00,Somerset                                          ,132,4023,30,2633,,18,,,2651,4041
2149,2021/03/13 15:00:00+00,Somerset                                          ,2,4025,23,2656,3,21,5,26,2677,4046
2150,2021/03/14 15:00:00+00,Somerset                                          ,1,4026,,2656,47,68,48,,2724,4094
2151,2021/03/15 15:00:00+00,Somerset                                          ,20,4046,1,2657,,68,,,2725,4114
2152,2021/03/16 15:00:00+00,Somerset                                          ,37,4083,8,2665,,68,,,2733,4151
2153,2021/03/17 15:00:00+00,Somerset                                          ,99,4182,20,2685,1,69,100,21,2754,4251
2154,2021/03/18 15:00:00+00,Somerset                                          ,107,4289,7,2692,,69,,,2761,4358
2155,2021/03/19 15:00:00+00,Somerset                                          ,122,4411,93,2785,4,73,126,97,2858,4484
2156,2021/03/20 15:00:00+00,Somerset                                          ,17,4428,,2785,1,74,18,,2859,4502
2157,2021/03/21 15:00:00+00,Somerset                                          ,19,4447,1,2786,,74,,,2860,4521
2158,2021/01/02 15:00:00+00,Charles                                           ,5,757,,1,,0,,,1,757
2159,2021/01/03 15:00:00+00,Charles                                           ,107,864,,1,,0,,,1,864
2160,2021/01/04 15:00:00+00,Charles                                           ,110,974,,1,,0,,,1,974
2161,2021/01/05 15:00:00+00,Charles                                           ,122,1096,2,3,,0,,,3,1096
2162,2021/01/06 15:00:00+00,Charles                                           ,497,1593,8,11,,0,,,11,1593
2163,2021/01/07 15:00:00+00,Charles                                           ,143,1736,12,23,,0,,,23,1736
2164,2021/01/08 15:00:00+00,Charles                                           ,163,1899,19,42,,0,,,42,1899
2165,2021/01/09 15:00:00+00,Charles                                           ,494,2393,,42,,0,,,42,2393
2166,2021/01/10 15:00:00+00,Charles                                           ,28,2421,,42,,0,,,42,2421
2167,2021/01/11 15:00:00+00,Charles                                           ,75,2496,34,76,,0,,,76,2496
2168,2021/01/12 15:00:00+00,Charles                                           ,121,2617,48,124,,0,,,124,2617
2169,2021/01/13 15:00:00+00,Charles                                           ,632,3249,24,148,,0,,,148,3249
2170,2021/01/14 15:00:00+00,Charles                                           ,143,3392,23,171,,0,,,171,3392
2171,2021/01/15 15:00:00+00,Charles                                           ,569,3961,18,189,,0,,,189,3961
2172,2021/01/16 15:00:00+00,Charles                                           ,45,4006,18,207,,0,,,207,4006
2173,2021/01/17 15:00:00+00,Charles                                           ,48,4054,118,325,,0,,,325,4054
2174,2021/01/18 15:00:00+00,Charles                                           ,44,4098,12,337,,0,,,337,4098
2175,2021/01/19 15:00:00+00,Charles                                           ,76,4174,23,360,,0,,,360,4174
2176,2021/01/20 15:00:00+00,Charles                                           ,1276,5450,23,383,,0,,,383,5450
2177,2021/01/21 15:00:00+00,Charles                                           ,166,5616,16,399,,0,,,399,5616
2178,2021/01/22 15:00:00+00,Charles                                           ,175,5791,14,413,,0,,,413,5791
2179,2021/01/23 15:00:00+00,Charles                                           ,936,6727,81,494,,0,,,494,6727
2180,2021/01/24 15:00:00+00,Charles                                           ,37,6764,9,503,,0,,,503,6764
2181,2021/01/25 15:00:00+00,Charles                                           ,160,6924,49,552,,0,,,552,6924
2182,2021/01/26 15:00:00+00,Charles                                           ,185,7109,55,607,,0,,,607,7109
2183,2021/01/27 15:00:00+00,Charles                                           ,1267,8376,194,801,,0,,,801,8376
2184,2021/01/28 15:00:00+00,Charles                                           ,224,8600,142,943,,0,,,943,8600
2185,2021/01/29 15:00:00+00,Charles                                           ,154,8754,100,1043,,0,,,1043,8754
2186,2021/04/21 15:00:00+00,Montgomery                                        ,8568,484124,9385,300884,2,33472,8570,9387,334356,517596
2187,2021/04/22 15:00:00+00,Montgomery                                        ,6970,491094,8689,309573,,33472,,,343045,524566
2188,2021/04/23 15:00:00+00,Montgomery                                        ,5742,496836,11079,320652,,33472,,,354124,530308
2189,2021/04/24 15:00:00+00,Montgomery                                        ,5683,502519,6585,327237,3,33475,5686,6588,360712,535994
2190,2021/04/25 15:00:00+00,Montgomery                                        ,4064,506583,2616,329853,1,33476,4065,2617,363329,540059
2191,2021/04/26 15:00:00+00,Montgomery                                        ,6750,513333,6186,336039,28,33504,6778,6214,369543,546837
2192,2021/04/27 15:00:00+00,Montgomery                                        ,6093,519426,7683,343722,234,33738,6327,7917,377460,553164
2193,2021/04/28 15:00:00+00,Montgomery                                        ,5499,524925,9785,353507,254,33992,5753,10039,387499,558917
2194,2021/04/29 15:00:00+00,Montgomery                                        ,6181,531106,8156,361663,244,34236,6425,8400,395899,565342
2195,2021/04/30 15:00:00+00,Montgomery                                        ,5741,536847,7909,369572,289,34525,6030,8198,404097,571372
2196,2021/05/01 15:00:00+00,Montgomery                                        ,3471,540318,6404,375976,173,34698,3644,6577,410674,575016
2197,2021/05/02 15:00:00+00,Montgomery                                        ,2236,542554,3546,379522,140,34838,2376,3686,414360,577392
2198,2021/05/03 15:00:00+00,Montgomery                                        ,2791,545345,5094,384616,642,35480,3433,5736,420096,580825
2199,2021/05/04 15:00:00+00,Montgomery                                        ,2714,548059,8499,393115,226,35706,2940,8725,428821,583765
2200,2021/05/05 15:00:00+00,Montgomery                                        ,3264,551323,8158,401273,293,35999,3557,8451,437272,587322
2201,2021/05/06 15:00:00+00,Montgomery                                        ,3198,554521,8079,409352,215,36214,3413,8294,445566,590735
2202,2021/05/07 15:00:00+00,Montgomery                                        ,3384,557905,7754,417106,248,36462,3632,8002,453568,594367
2203,2021/05/08 15:00:00+00,Montgomery                                        ,2542,560447,5879,422985,169,36631,2711,6048,459616,597078
2204,2021/05/09 15:00:00+00,Montgomery                                        ,1225,561672,2683,425668,139,36770,1364,2822,462438,598442
2205,2021/05/10 15:00:00+00,Montgomery                                        ,1718,563390,7017,432685,179,36949,1897,7196,469634,600339
2206,2021/05/11 15:00:00+00,Montgomery                                        ,1763,565153,6110,438795,184,37133,1947,6294,475928,602286
2207,2021/05/12 15:00:00+00,Montgomery                                        ,2510,567663,8373,447168,241,37374,2751,8614,484542,605037
2208,2021/05/13 15:00:00+00,Montgomery                                        ,5901,573564,6699,453867,122,37496,6023,6821,491363,611060
2209,2021/05/14 15:00:00+00,Montgomery                                        ,6009,579573,5639,459506,185,37681,6194,5824,497187,617254
2210,2021/05/15 15:00:00+00,Montgomery                                        ,6667,586240,4881,464387,198,37879,6865,5079,502266,624119
2211,2021/05/16 15:00:00+00,Montgomery                                        ,1894,588134,3382,467769,140,38019,2034,3522,505788,626153
2212,2021/05/17 15:00:00+00,Montgomery                                        ,3360,591494,5888,473657,178,38197,3538,6066,511854,629691
2213,2021/05/18 15:00:00+00,Montgomery                                        ,3922,595416,5931,479588,251,38448,4173,6182,518036,633864
2214,2021/05/19 15:00:00+00,Montgomery                                        ,5404,600820,5558,485146,194,38642,5598,5752,523788,639462
2215,2021/05/20 15:00:00+00,Montgomery                                        ,3554,604374,6426,491572,220,38862,3774,6646,530434,643236
2216,2021/05/21 15:00:00+00,Montgomery                                        ,3475,607849,5947,497519,246,39108,3721,6193,536627,646957
2217,2021/05/22 15:00:00+00,Montgomery                                        ,2986,610835,3653,501172,218,39326,3204,3871,540498,650161
2218,2021/05/23 15:00:00+00,Montgomery                                        ,1585,612420,2525,503697,182,39508,1767,2707,543205,651928
2219,2021/05/24 15:00:00+00,Montgomery                                        ,2024,614444,3581,507278,201,39709,2225,3782,546987,654153
2220,2021/05/25 15:00:00+00,Montgomery                                        ,2082,616526,3178,510456,137,39846,2219,3315,550302,656372
2221,2021/05/26 15:00:00+00,Montgomery                                        ,3125,619651,3174,513630,166,40012,3291,3340,553642,659663
2222,2021/05/27 15:00:00+00,Montgomery                                        ,2007,621658,3894,517524,139,40151,2146,4033,557675,661809
2223,2021/05/28 15:00:00+00,Montgomery                                        ,2191,623849,3857,521381,184,40335,2375,4041,561716,664184
2224,2021/05/29 15:00:00+00,Montgomery                                        ,2150,625999,2389,523770,142,40477,2292,2531,564247,666476
2225,2021/05/30 15:00:00+00,Montgomery                                        ,1060,627059,1339,525109,98,40575,1158,1437,565684,667634
2226,2021/05/31 15:00:00+00,Montgomery                                        ,249,627308,805,525914,33,40608,282,838,566522,667916
2227,2021/06/01 15:00:00+00,Montgomery                                        ,1705,629013,2359,528273,126,40734,1831,2485,569007,669747
2228,2021/06/02 15:00:00+00,Montgomery                                        ,1962,630975,2361,530634,117,40851,2079,2478,571485,671826
2229,2021/06/03 15:00:00+00,Montgomery                                        ,1453,632428,5334,535968,116,40967,1569,5450,576935,673395
2230,2021/06/04 15:00:00+00,Montgomery                                        ,1638,634066,5156,541124,130,41097,1768,5286,582221,675163
2231,2021/06/05 15:00:00+00,Montgomery                                        ,1575,635641,5470,546594,94,41191,1669,5564,587785,676832
2232,2021/06/06 15:00:00+00,Montgomery                                        ,738,636379,1801,548395,48,41239,786,1849,589634,677618
2233,2021/06/07 15:00:00+00,Montgomery                                        ,1307,637686,3769,552164,118,41357,1425,3887,593521,679043
2234,2021/06/08 15:00:00+00,Montgomery                                        ,1265,638951,3542,555706,86,41443,1351,3628,597149,680394
2235,2021/06/09 15:00:00+00,Montgomery                                        ,1471,640422,3530,559236,79,41522,1550,3609,600758,681944
2236,2021/06/10 15:00:00+00,Montgomery                                        ,715,641137,2047,561283,49,41571,764,2096,602854,682708
2237,2021/06/11 15:00:00+00,Montgomery                                        ,527,641664,1242,562525,67,41638,594,1309,604163,683302
2238,2021/06/12 15:00:00+00,Montgomery                                        ,524,642188,1905,564430,45,41683,569,1950,606113,683871
2239,2021/06/13 15:00:00+00,Montgomery                                        ,119,642307,508,564938,25,41708,144,533,606646,684015
